637, 783
640, 787
640, 794
639, 799
639, 807
640, 812
641, 817
642, 823
643, 828
645, 834
646, 839
647, 844
649, 849
650, 855
651, 860
652, 865
653, 871
654, 876
655, 881
655, 886
656, 891
657, 896
661, 902
664, 908
663, 914
661, 917
658, 917
655, 916
653, 909
652, 903
652, 896
653, 891
653, 885
652, 880
651, 875
650, 870
648, 865
647, 859
645, 854
643, 849
642, 844
641, 839
639, 834
638, 829
637, 824
636, 818
636, 813
635, 808
634, 803
633, 797
632, 792
631, 786
629, 780
627, 775
625, 770
623, 765
621, 760
619, 755
617, 747
616, 742
617, 737
619, 732
623, 726
625, 722
627, 716
626, 710
621, 706
616, 703
609, 699
604, 694
603, 687
605, 682
607, 676
606, 670
603, 663
604, 656
606, 652
610, 647
617, 645
623, 647
629, 648
635, 648
642, 646
647, 643
651, 640
654, 636
657, 632
659, 627
661, 622
661, 616
660, 611
659, 606
654, 600
651, 596
648, 592
645, 587
641, 583
638, 579
635, 575
632, 570
629, 566
625, 559
624, 552
625, 546
627, 542
631, 538
635, 535
640, 532
644, 530
648, 527
652, 523
655, 519
658, 515
662, 510
667, 506
673, 504
679, 505
684, 503
685, 500
685, 497
681, 492
676, 488
671, 484
667, 479
662, 474
659, 468
660, 462
665, 457
671, 453
676, 448
681, 444
685, 439
690, 435
693, 430
696, 426
700, 422
702, 419
702, 416
701, 414
700, 414
699, 416
698, 422
694, 426
689, 429
683, 430
678, 425
674, 419
672, 413
669, 406
667, 401
663, 397
657, 396
650, 398
643, 400
636, 402
632, 405
629, 412
628, 417
628, 422
630, 429
631, 434
633, 438
638, 444
642, 448
647, 453
653, 458
657, 463
656, 467
654, 469
651, 470
648, 468
644, 463
640, 457
638, 452
636, 448
634, 443
633, 437
632, 432
632, 427
631, 421
631, 416
631, 408
630, 403
626, 396
623, 392
620, 388
617, 384
614, 379
610, 375
607, 371
605, 366
604, 357
604, 349
600, 344
594, 341
588, 339
583, 335
577, 332
571, 332
565, 333
560, 333
554, 331
549, 329
544, 325
539, 321
537, 316
538, 311
541, 306
544, 301
548, 300
553, 301
554, 303
554, 309
551, 313
547, 317
544, 322
542, 329
540, 335
537, 341
535, 348
534, 354
532, 360
528, 365
522, 367
517, 369
512, 371
507, 375
503, 380
501, 384
498, 389
498, 395
498, 401
501, 406
504, 411
507, 417
507, 423
506, 429
502, 432
496, 433
491, 437
488, 441
488, 446
488, 451
488, 457
485, 463
481, 468
476, 473
472, 477
467, 482
463, 486
460, 490
456, 494
452, 497
448, 500
444, 503
440, 506
436, 510
433, 514
430, 518
430, 524
432, 531
436, 538
441, 544
444, 548
448, 552
451, 556
454, 560
458, 564
462, 568
466, 571
470, 573
475, 574
480, 573
485, 571
490, 568
494, 565
498, 561
502, 557
506, 554
509, 551
513, 547
518, 544
522, 540
526, 537
530, 534
534, 531
540, 526
544, 522
547, 519
551, 516
557, 511
563, 507
570, 505
576, 504
581, 506
585, 509
588, 513
590, 519
589, 520
588, 520
586, 518
582, 513
578, 508
572, 507
565, 508
560, 511
556, 514
552, 517
547, 521
543, 524
539, 528
535, 531
531, 534
526, 538
522, 541
518, 544
514, 548
510, 551
506, 554
502, 558
498, 561
494, 565
490, 568
485, 571
481, 573
475, 574
470, 575
465, 575
459, 576
455, 578
450, 581
446, 584
442, 587
438, 591
433, 594
426, 595
421, 596
414, 599
408, 603
405, 608
404, 613
404, 620
405, 625
406, 630
407, 635
408, 640
410, 646
410, 651
409, 656
408, 661
405, 665
400, 670
393, 671
386, 670
379, 668
377, 669
376, 671
377, 673
381, 676
386, 678
391, 678
396, 679
399, 679
402, 677
406, 671
410, 668
415, 665
421, 667
427, 671
432, 676
436, 682
438, 689
439, 695
438, 701
436, 707
433, 712
431, 717
432, 719
433, 721
434, 721
434, 721
435, 719
434, 713
436, 707
438, 702
439, 696
441, 690
444, 684
444, 682
440, 680
435, 675
431, 671
426, 665
423, 661
420, 657
417, 653
414, 648
412, 641
410, 636
409, 631
407, 626
405, 621
403, 616
400, 612
396, 609
391, 607
386, 606
381, 606
376, 606
371, 607
364, 607
357, 605
352, 601
347, 598
341, 597
337, 599
336, 602
336, 604
338, 606
340, 606
346, 603
350, 603
356, 605
363, 606
368, 603
372, 598
375, 596
376, 596
