0.099566, 0.0100596, 0.100864, 1.78616, 0.877205, -0.091412, 3.859, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.197537, 0.0299427, 0.199988, 1.85525, 0.826653, 0.0939906, 3.94245, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.292954, 0.059427, 0.299064, 2.01615, 0.977341, 0.43028, 4.05279, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.385062, 0.0983268, 0.399318, 1.9666, 0.946008, 0.277722, 3.87989, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.472906, 0.146143, 0.498271, 2.08996, 1.13288, 0.0425002, 4.10376, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.555648, 0.202392, 0.598104, 2.03971, 0.868999, -0.00452456, 3.90016, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.632239, 0.266655, 0.699179, 1.99293, 0.82238, 0.315656, 4.29793, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.701839, 0.338141, 0.79878, 1.93113, 0.926153, 0.0998307, 4.04323, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.763885, 0.416154, 0.900039, 1.9097, 0.990338, 0.152025, 4.04113, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -1.53712e-007, 2.14316e-007, 0, 0
0.817768, 0.500437, 1.00221, 2.07316, 1.00759, 0.310094, 3.98439, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -1.9545e-007, 2.69976e-007, 0, 0
0.862956, 0.589603, 1.10142, 1.98824, 1.05387, -0.18021, 3.98497, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -6.9348e-007, 8.50514e-007, 0, 0
0.903634, 0.680952, 1.15189, 1.80142, 0.860451, -0.0870849, 4.15541, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -6.9348e-007, 8.50514e-007, 0, 0
0.935014, 0.775631, 1.25065, 2.05434, 0.985804, -0.116904, 3.95542, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -7.05015e-007, 8.64652e-007, 0, 0
