0,0, 0, 0
0,0.0956542, 0.0093031, 0.103891
0,0.18975, 0.0283301, 0.206042
0,0.281312, 0.0568549, 0.308144
0,0.369564, 0.0946833, 0.411425
0,0.453536, 0.141307, 0.513405
0,0.532377, 0.196228, 0.616265
0,0.605031, 0.258995, 0.720366
0,0.670655, 0.328794, 0.822994
0,0.728685, 0.404906, 0.92728
0,0.778515, 0.48704, 1.03248
0,0.819623, 0.573788, 1.13472
0,0.856078, 0.662629, 1.18821
0,0.883232, 0.754476, 1.29
0,0.900839, 0.848787, 1.39262
0,0.908837, 0.944212, 1.49434
0,0.907007, 1.04041, 1.59704
0,0.904819, 1.13628, 1.60067
0,0.902413, 1.23225, 1.60323
0,0.899649, 1.32817, 1.60627
0,0.896706, 1.42422, 1.6086
0,0.893412, 1.52031, 1.61192
0,0.889872, 1.6162, 1.61431
0,0.885959, 1.712, 1.61878
0,0.88172, 1.80805, 1.62162
0,0.877258, 1.90384, 1.62256
0,0.872573, 1.99985, 1.62581
0,0.867629, 2.09589, 1.62799
0,0.862534, 2.1917, 1.63073
0,0.857166, 2.28765, 1.6338
0,0.851523, 2.38347, 1.63578
0,0.845623, 2.47927, 1.63892
0,0.839517, 2.57502, 1.64133
0,0.833088, 2.67076, 1.64384
0,0.826398, 2.76668, 1.6473
0,0.819367, 2.86236, 1.65127
0,0.811958, 2.9581, 1.65503
0,0.804294, 3.05375, 1.65718
0,0.796401, 3.14947, 1.65984
0,0.788186, 3.24533, 1.66317
0,0.779701, 3.3409, 1.66548
0,0.770958, 3.43652, 1.66905
0,0.76191, 3.53214, 1.67196
0,0.75253, 3.62773, 1.67501
0,0.742803, 3.72318, 1.67867
0,0.732884, 3.81862, 1.68086
0,0.722653, 3.91409, 1.68478
0,0.712125, 4.00953, 1.68705
0,0.701353, 4.10497, 1.69
0,0.690301, 4.2003, 1.69338
0,0.678974, 4.29572, 1.69626
0,0.667315, 4.39121, 1.69878
0,0.65538, 4.48651, 1.70169
0,0.643263, 4.58173, 1.70376
0,0.630936, 4.67707, 1.70585
0,0.618414, 4.77235, 1.70834
0,0.605651, 4.86762, 1.71098
0,0.592588, 4.96274, 1.71376
0,0.579284, 5.05788, 1.71621
0,0.565752, 5.15276, 1.71933
0,0.551906, 5.2478, 1.72198
0,0.537817, 5.3428, 1.72473
0,0.523465, 5.43756, 1.72718
0,0.508858, 5.53256, 1.72962
0,0.493978, 5.62744, 1.73303
0,0.478879, 5.72216, 1.73509
0,0.463546, 5.81706, 1.73777
0,0.447877, 5.91177, 1.74198
0,0.431913, 6.00633, 1.74483
0,0.415685, 6.10087, 1.74745
0,0.399192, 6.19535, 1.75069
0,0.382363, 6.2899, 1.75371
0,0.366223, 6.38442, 1.72675
0,0.352715, 6.4794, 1.69853
0,0.341826, 6.57494, 1.67116
