x,y,theta,lmx_0,lmx_0,lmx_1,lmx_1,lmx_2,lmx_2,lmx_3,lmx_3,lmx_4,lmx_4,lmx_5,lmx_5,lmx_6,lmx_6,lmx_7,lmx_7,lmx_8,lmx_8
0.0995162, 0.0100545, 0.100864, 1.76845, 0.868119, -0.0894613, 3.81869
0.193881, -0.00994601, 0.225891, 1.77862, 0.83602, -0.0518775, 3.83685
0.136664, -0.115794, 0.348336, 1.77474, 0.843467, -0.0201501, 3.83742
0.212612, 0.0613245, 0.415667, 1.76808, 0.85787, 0.0104033, 3.83409
0.192647, -0.0871279, 0.469958, 1.78019, 0.833222, 0.0187888, 3.83844
0.33919, 0.158895, 0.576684, 1.78461, 0.825673, -0.017959, 3.8394
0.589614, -0.0167921, 0.821757, 1.78716, 0.828209, -0.134227, 3.83927
0.648128, 0.181981, 0.868909, 1.79135, 0.818705, -0.113988, 3.8411
0.698166, 0.261169, 0.945209, 1.78948, 0.820474, -0.0984419, 3.83996, 4.57622, 3.16811
0.586414, 0.379198, 1.03103, 1.78057, 0.842054, -0.108151, 3.83928, 4.50182, 3.16403
0.703939, 0.428697, 1.10222, 1.78436, 0.836348, -0.116605, 3.84134, 4.64248, 2.93967
0.918172, 0.467736, 1.18048, 1.81142, 0.769992, -0.0344123, 3.84762, 4.74627, 2.88747
0.796953, 0.645156, 1.2514, 1.79632, 0.803581, -0.123009, 3.84299, 4.67704, 2.92477
0.881272, 0.589244, 1.38775, 1.804, 0.785011, -0.070806, 3.84638, 4.7526, 2.85416
0.869338, 0.768149, 1.45587, 1.8201, 0.747187, 0.0280408, 3.85344, 4.89364, 2.70719
0.86641, 0.914871, 1.54397, 1.82224, 0.742807, 0.0360259, 3.85444, 4.9142, 2.68051
0.813897, 1.01207, 1.49093, 1.8069, 0.768289, 0.00381142, 3.84611, 4.86431, 2.74617
0.848861, 1.07074, 1.53474, 1.79545, 0.791533, -0.0737928, 3.83599, 4.7922, 2.8165
0.793335, 1.17904, 1.53663, 1.79906, 0.78533, -0.0681991, 3.8393, 4.82445, 2.7891
0.80392, 1.33724, 1.51562, 1.79842, 0.787321, -0.0743332, 3.83912, 4.80452, 2.81463
0.87016, 1.47401, 1.52918, 1.79716, 0.794913, -0.102571, 3.83723, 4.75494, 2.86846
0.796116, 1.52982, 1.53804, 1.79826, 0.796, -0.12381, 3.8389, 4.74333, 2.87608
0.885804, 1.5934, 1.48311, 1.80614, 0.774507, -0.0651769, 3.84255, 4.80801, 2.7926
0.810036, 1.70154, 1.53155, 1.80672, 0.772902, -0.0666044, 3.84261, 4.81984, 2.77537
0.896804, 1.97328, 1.49725, 1.79931, 0.795948, -0.0891978, 3.83667, 4.78119, 2.82661
0.850124, 1.90287, 1.53261, 1.79658, 0.803988, -0.0921886, 3.83454, 4.77253, 2.83765, 4.98447, 4.71507
0.851615, 1.98676, 1.50457, 1.79724, 0.799683, -0.0580066, 3.83244, 4.7976, 2.80233, 4.92711, 4.8393, 1.97557, 6.69729
0.840378, 2.24901, 1.48368, 1.80207, 0.790807, -0.037823, 3.83559, 4.79509, 2.80303, 4.99326, 4.65879, 2.19117, 6.70782
0.875464, 2.06326, 1.49447, 1.81221, 0.771669, -0.00135035, 3.8401, 4.8446, 2.71607, 4.91554, 4.79204, 2.11349, 6.69232
0.922565, 2.21966, 1.51633, 1.81772, 0.760197, 0.0230101, 3.84075, 4.89629, 2.63641, 4.98252, 4.71271, 2.28997, 6.67771
0.88051, 2.39337, 1.47686, 1.82075, 0.754707, 0.045571, 3.84081, 4.93498, 2.57713, 4.99155, 4.68638, 2.25559, 6.6704
0.963687, 2.44597, 1.47711, 1.82125, 0.756694, 0.0490271, 3.8411, 4.94146, 2.56422, 5.03826, 4.59938, 2.19656, 6.69452
1.03276, 2.53798, 1.49503, 1.82223, 0.754907, 0.0505546, 3.84171, 4.94885, 2.55248, 5.03754, 4.55134, 2.21474, 6.70483
0.881552, 2.65686, 1.50392, 1.82306, 0.75353, 0.0471231, 3.84243, 4.94631, 2.55298, 5.06345, 4.51889, 2.22036, 6.71297
0.958412, 2.75711, 1.47257, 1.83157, 0.732495, 0.0943612, 3.84585, 4.98305, 2.49458, 5.13419, 4.45965, 2.27677, 6.69164
1.03474, 2.78384, 1.47481, 1.83553, 0.723808, 0.112861, 3.84752, 4.99998, 2.46536, 5.1891, 4.40545, 2.32523, 6.67653
1.04771, 3.02766, 1.46693, 1.83728, 0.71585, 0.12396, 3.84847, 5.00087, 2.46863, 5.18566, 4.40439, 2.33064, 6.67245
1.00483, 3.04118, 1.52133, 1.81732, 0.764359, 0.0213843, 3.83984, 4.91945, 2.60065, 5.04696, 4.54295, 2.11868, 6.74376
0.98043, 3.20017, 1.49453, 1.81055, 0.776304, -0.0297418, 3.836, 4.90051, 2.63364, 4.99768, 4.6014, 2.06265, 6.76428
0.977508, 3.20508, 1.5236, 1.81109, 0.77854, -0.0278077, 3.83604, 4.91194, 2.61051, 5.00757, 4.58975, 2.05376, 6.76837
0.884143, 3.38373, 1.52504, 1.80912, 0.782188, -0.0465691, 3.83499, 4.90562, 2.61888, 5.00011, 4.60057, 2.0241, 6.77647
0.997019, 3.56637, 1.49691, 1.81271, 0.773269, -0.0267872, 3.83727, 4.91635, 2.60089, 4.99802, 4.60227, 2.03779, 6.75561
1.02085, 3.45132, 1.52326, 1.81054, 0.775835, -0.0384969, 3.83598, 4.9079, 2.61747, 4.98158, 4.62312, 2.02361, 6.76916
0.935661, 3.63593, 1.52786, 1.80904, 0.742008, -0.0933013, 3.77705, 4.87328, 2.63701, 4.93878, 4.61955, 1.95742, 6.73862
1.23487, 3.53696, 1.42514, 1.81599, 0.537409, 0.179043, 3.74152, 5.04085, 2.21063, 5.26719, 4.16977, 2.47266, 6.52111
1.08822, 3.72641, 1.50781, 1.80707, 0.601733, 0.078156, 3.752, 4.97962, 2.35039, 5.12521, 4.36454, 2.2908, 6.60445
0.958823, 3.75549, 1.55625, 1.8102, 0.658542, -0.00341863, 3.75115, 4.92524, 2.48861, 5.02705, 4.49477, 2.11017, 6.66273
1.04148, 4.03272, 1.52271, 1.81042, 0.668581, -0.0190217, 3.75222, 4.91384, 2.51583, 5.00554, 4.51839, 2.08864, 6.67405
1.06329, 3.98314, 1.53519, 1.81119, 0.678715, -0.0335973, 3.7531, 4.90188, 2.54797, 4.99102, 4.52507, 2.07158, 6.68102
1.05636, 4.20481, 1.53553, 1.80929, 0.654774, -0.0057776, 3.74836, 4.91309, 2.50837, 5.01382, 4.4859, 2.11528, 6.65053
1.14119, 4.27257, 1.51213, 1.81238, 0.657281, -0.00209022, 3.74854, 4.91761, 2.50562, 5.03071, 4.46493, 2.13608, 6.64058
1.11456, 4.32151, 1.47759, 1.8137, 0.665403, -0.0115023, 3.74924, 4.90993, 2.52976, 5.02677, 4.4688, 2.12942, 6.64216
1.1662, 4.51075, 1.46958, 1.81425, 0.659936, -0.00282415, 3.74744, 4.91561, 2.51642, 5.03873, 4.45213, 2.13701, 6.63189
1.1447, 4.51442, 1.47818, 1.81629, 0.675169, -0.0185058, 3.75054, 4.90685, 2.54942, 5.03089, 4.4695, 2.12196, 6.64718
1.16279, 4.85716, 1.46571, 1.82269, 0.710704, -0.0584431, 3.75207, 4.89067, 2.60843, 4.97618, 4.56085, 2.03318, 6.68349
1.01329, 4.78128, 1.50767, 1.82556, 0.728855, -0.0783818, 3.75446, 4.88036, 2.64526, 4.95317, 4.59945, 2.00598, 6.70208
0.937952, 5.05496, 1.53821, 1.83137, 0.762575, -0.116338, 3.75744, 4.86001, 2.71231, 4.90792, 4.67152, 1.93534, 6.73747
0.96174, 5.02634, 1.54515, 1.83213, 0.777319, -0.13568, 3.75952, 4.84584, 2.75299, 4.89102, 4.69427, 1.90059, 6.75379
0.951568, 5.12288, 1.54218, 1.83104, 0.758077, -0.109403, 3.75774, 4.8609, 2.70998, 4.92341, 4.65229, 1.95768, 6.72796
0.991052, 5.24289, 1.56222, 1.83973, 0.797509, -0.149352, 3.76133, 4.84114, 2.78486, 4.87458, 4.73902, 1.89346, 6.76581
0.846735, 5.27411, 1.51524, 1.83845, 0.778051, -0.122506, 3.75899, 4.85817, 2.73942, 4.91083, 4.68835, 1.93817, 6.74125
0.923593, 5.46201, 1.49606, 1.83142, 0.748585, -0.0941133, 3.75614, 4.8719, 2.68361, 4.94625, 4.62689, 1.98533, 6.71039
1.07157, 5.50422, 1.54826, 1.82749, 0.732018, -0.0772356, 3.75557, 4.88055, 2.65168, 4.96192, 4.60615, 2.02511, 6.69722
1.06989, 5.73442, 1.47639, 1.82389, 0.720182, -0.0675672, 3.75447, 4.88415, 2.6313, 4.97573, 4.57827, 2.03667, 6.68593
1.11712, 5.68187, 1.54998, 1.82204, 0.715886, -0.0675054, 3.75347, 4.88238, 2.62875, 4.97341, 4.57702, 2.03731, 6.67795, 4.75667, 8.83053
1.0153, 5.78343, 1.53888, 1.82311, 0.715015, -0.0647161, 3.7531, 4.88544, 2.6223, 4.97397, 4.58221, 2.0412, 6.67884, 4.94676, 8.6439
1.16958, 5.8222, 1.5757, 1.82452, 0.708553, -0.0510826, 3.75316, 4.895, 2.60353, 4.98933, 4.56701, 2.07467, 6.66994, 4.99212, 8.65146
1.11839, 5.92774, 1.54405, 1.82313, 0.706557, -0.049087, 3.75437, 4.89542, 2.5995, 4.99027, 4.56616, 2.07885, 6.66569, 4.96589, 8.66638
1.16405, 6.10027, 1.55022, 1.82571, 0.718139, -0.0621229, 3.75501, 4.88797, 2.62498, 4.97281, 4.59534, 2.05622, 6.67759, 5.03263, 8.60262
1.07761, 6.20133, 1.50255, 1.82471, 0.714594, -0.0608877, 3.75322, 4.88846, 2.61935, 4.97689, 4.58231, 2.05132, 6.67741, 5.03338, 8.61451
0.929884, 6.34969, 1.48254, 1.82658, 0.734475, -0.0874922, 3.75439, 4.87224, 2.66498, 4.94484, 4.62583, 1.99695, 6.70127, 4.93499, 8.6745
1.13937, 6.3098, 1.55707, 1.82699, 0.736709, -0.0897214, 3.75479, 4.87104, 2.66946, 4.94197, 4.63112, 1.99392, 6.70337, 4.91825, 8.68293
1.13034, 6.42906, 1.45263, 1.82896, 0.721721, -0.0607525, 3.75501, 4.89043, 2.6287, 4.97555, 4.59554, 2.06143, 6.68332, 5.0137, 8.62584
1.09454, 6.53581, 1.46437, 1.82985, 0.721344, -0.0588646, 3.75463, 4.8919, 2.62731, 4.97667, 4.59637, 2.06827, 6.68184, 5.02516, 8.63523
1.13348, 6.65414, 1.44814, 1.83156, 0.74392, -0.0886621, 3.75695, 4.87346, 2.67871, 4.94008, 4.64759, 2.00773, 6.70779, 4.94757, 8.66808
1.09165, 6.85108, 1.40008, 1.83355, 0.741672, -0.077174, 3.75915, 4.88161, 2.66701, 4.95318, 4.63771, 2.03545, 6.70375, 4.97633, 8.64281
1.19013, 6.89496, 1.37274, 1.83484, 0.756042, -0.0956752, 3.76086, 4.8702, 2.69967, 4.92858, 4.67564, 2.00319, 6.71748, 4.90563, 8.69339
1.07607, 6.9403, 1.3249, 1.83005, 0.734685, -0.0758468, 3.75766, 4.88127, 2.65636, 4.95577, 4.62793, 2.03604, 6.69549, 4.9602, 8.65679
1.22144, 7.07167, 1.28313, 1.82831, 0.730822, -0.0754439, 3.75631, 4.8809, 2.65091, 4.95737, 4.62071, 2.03328, 6.69224, 4.9702, 8.64264
1.25996, 7.15193, 1.28423, 1.82901, 0.731214, -0.074569, 3.75623, 4.88164, 2.65106, 4.95749, 4.62244, 2.03746, 6.6919, 4.97629, 8.64876
1.325, 7.20541, 1.24296, 1.82983, 0.729568, -0.0693114, 3.75672, 4.88518, 2.64528, 4.96231, 4.62048, 2.05226, 6.68814, 5.01645, 8.606
1.34527, 7.28362, 1.26365, 1.82969, 0.730265, -0.0703987, 3.7569, 4.88437, 2.64695, 4.96083, 4.6224, 2.04987, 6.68884, 5.02963, 8.59277
1.41259, 7.3421, 1.22194, 1.82635, 0.713002, -0.0544119, 3.75368, 4.89334, 2.61265, 4.98069, 4.58977, 2.08149, 6.66869, 5.07862, 8.55816
1.36243, 7.51234, 1.14269, 1.82729, 0.725681, -0.0727926, 3.75416, 4.8821, 2.64288, 4.95811, 4.6211, 2.04594, 6.68277, 5.00743, 8.61746
1.46004, 7.53318, 1.12339, 1.82745, 0.72598, -0.0723838, 3.7545, 4.88216, 2.64335, 4.95806, 4.6209, 2.04482, 6.6834, 5.01659, 8.60203
1.31037, 7.63983, 1.1257, 1.82646, 0.728318, -0.0782927, 3.75454, 4.8785, 2.64964, 4.95178, 4.62987, 2.03683, 6.68488, 5.01046, 8.60836
1.60839, 7.81845, 1.03153, 1.82601, 0.722537, -0.070307, 3.75412, 4.88311, 2.63671, 4.96127, 4.61464, 2.04922, 6.67925, 5.02062, 8.6098
1.61843, 7.8918, 1.00496, 1.82692, 0.72479, -0.0710176, 3.75464, 4.8825, 2.64103, 4.95835, 4.62061, 2.04812, 6.68104, 5.04078, 8.57987
1.56772, 7.98934, 0.971295, 1.82775, 0.727305, -0.0708236, 3.75605, 4.88281, 2.64399, 4.95991, 4.61687, 2.04229, 6.68678, 5.0322, 8.59813
1.70128, 7.96549, 0.965402, 1.82599, 0.719347, -0.0615436, 3.75587, 4.88793, 2.62644, 4.97129, 4.59936, 2.05932, 6.67758, 5.06947, 8.56146
1.79642, 8.16232, 0.908507, 1.82518, 0.718279, -0.0630688, 3.75501, 4.886, 2.62748, 4.96693, 4.60346, 2.05505, 6.67506, 5.06562, 8.55521
1.7813, 8.23275, 0.87145, 1.82616, 0.73685, -0.0919932, 3.75529, 4.86759, 2.67435, 4.92973, 4.65355, 1.99661, 6.69504, 4.9709, 8.62536
1.90347, 8.31347, 0.859254, 1.82804, 0.743565, -0.0979701, 3.756, 4.8644, 2.68799, 4.92264, 4.66389, 1.98234, 6.70419, 4.94121, 8.65897
1.92311, 8.38869, 0.788481, 1.82616, 0.733444, -0.0860358, 3.75502, 4.87139, 2.66518, 4.93825, 4.63933, 2.00541, 6.69335, 4.97422, 8.64514
1.90731, 8.44259, 0.840541, 1.82562, 0.736007, -0.0910107, 3.75513, 4.86793, 2.67207, 4.93183, 4.64718, 1.99575, 6.69581, 4.96342, 8.65611
1.91178, 8.56198, 0.827569, 1.82465, 0.739819, -0.0990544, 3.7553, 4.86241, 2.68275, 4.92128, 4.66135, 1.98165, 6.6986, 4.95258, 8.65611
1.96144, 8.52926, 0.769918, 1.82806, 0.765611, -0.132344, 3.75697, 4.84222, 2.74227, 4.87917, 4.72149, 1.91444, 6.72796, 4.85086, 8.73247
1.79691, 8.70816, 0.811755, 1.82809, 0.775939, -0.148132, 3.75769, 4.83207, 2.76741, 4.85916, 4.74873, 1.88361, 6.73884, 4.81233, 8.7584
2.05836, 8.66143, 0.734603, 1.83004, 0.789939, -0.16559, 3.75877, 4.82151, 2.79922, 4.83724, 4.77971, 1.84743, 6.75524, 4.75511, 8.80767
2.02647, 8.82188, 0.732239, 1.83088, 0.79103, -0.165569, 3.75885, 4.82183, 2.8009, 4.83739, 4.78001, 1.8466, 6.75713, 4.74909, 8.81523
2.03578, 8.90868, 0.685676, 1.82973, 0.792323, -0.169587, 3.75912, 4.81887, 2.80506, 4.83236, 4.78631, 1.83971, 6.75762, 4.74945, 8.80604
2.15098, 8.99184, 0.621833, 1.82978, 0.788571, -0.164102, 3.75868, 4.8224, 2.79626, 4.83901, 4.77762, 1.85112, 6.7533, 4.76299, 8.79626
2.33614, 8.99756, 0.626027, 1.82861, 0.786382, -0.163006, 3.75856, 4.8227, 2.79216, 4.84022, 4.7756, 1.85484, 6.74985, 4.7755, 8.77919
2.42336, 9.07327, 0.574656, 1.82864, 0.786369, -0.162336, 3.75881, 4.82309, 2.7916, 4.84094, 4.77451, 1.85587, 6.74999, 4.77272, 8.79021
2.55771, 9.02573, 0.558395, 1.8279, 0.783396, -0.159045, 3.75871, 4.82496, 2.78497, 4.84513, 4.76847, 1.86299, 6.7463, 4.7868, 8.77547
2.59953, 9.2519, 0.535361, 1.82755, 0.792413, -0.172761, 3.75981, 4.81601, 2.80655, 4.82772, 4.79249, 1.8367, 6.75544, 4.75645, 8.79339
2.68844, 9.33021, 0.49405, 1.82789, 0.790646, -0.170133, 3.75927, 4.81781, 2.80261, 4.8309, 4.78821, 1.8419, 6.75364, 4.76069, 8.79151
2.54485, 9.23827, 0.497805, 1.82961, 0.801228, -0.184538, 3.75917, 4.80915, 2.82801, 4.81258, 4.81382, 1.81272, 6.76583, 4.715, 8.82656
2.73516, 9.46283, 0.476924, 1.82949, 0.801099, -0.184019, 3.75947, 4.80943, 2.82731, 4.81328, 4.8129, 1.81357, 6.76572, 4.71614, 8.82754
2.95964, 9.29481, 0.405318, 1.8283, 0.796676, -0.179217, 3.7593, 4.81213, 2.8174, 4.8195, 4.80362, 1.82397, 6.76033, 4.73675, 8.80594
2.95294, 9.38699, 0.409179, 1.82721, 0.810059, -0.197631, 3.76273, 4.79996, 2.84706, 4.79667, 4.83608, 1.78812, 6.77401, 4.70142, 8.82231
3.1817, 9.4354, 0.346533, 1.82673, 0.808749, -0.196427, 3.76269, 4.80058, 2.84423, 4.79814, 4.83394, 1.79123, 6.77218, 4.70805, 8.81433
