0, 0, 0
0, 0, 0
0.113001, -0.000942, 0.003906
0.22389, 0.001734, 0.003906
0.326546, 0.002135, 0.003906
0.444194, 0.002495, 0.003906
0.575387, 0.005351, 0.003906
0.702311, 0.001172, 0.005859
0.86484, -0.007396, 0.005859
0.977753, 0.007832, 0.005859
1.07495, 0.000940999, 0.007812
1.24787, -0.001869, 0.005662
1.44868, -0.012336, 0.011719
1.66142, 0.001771, 0.019531
1.86539, 0.042525, 0.002451
2.03261, 0.027573, 0.007812
2.13437, 0.028295, 0.006357
2.27005, 0.039191, 0.007812
2.4739, 0.01907, 0.01417
2.57982, 0.015956, 0.015625
2.67212, 0.0215, 0.015625
2.85278, 0.023748, 0.016123
2.95166, 0.020727, 0.017578
3.05208, 0.03121, 0.016123
3.16199, 0.035444, 0.010264
3.26139, 0.03892, 0.019531
3.35375, 0.040724, 0.019531
3.46645, 0.051643, 0.018076
3.64729, 0.043338, 0.019531
3.74317, 0.045509, 0.019053
3.86159, 0.063661, 0.020508
4.08767, 0.079946, 0.019053
4.17077, 0.076114, 0.021484
4.27516, 0.091251, 0.021484
4.36584, 0.08961, 0.020029
4.46969, 0.073595, 0.021484
4.57006, 0.084914, 0.022461
4.74559, 0.08082, 0.024912
4.84094, 0.080337, 0.026367
4.95918, 0.101553, 0.024912
5.15293, 0.102936, 0.026367
5.25335, 0.110572, 0.025889
5.36176, 0.104002, 0.025889
5.46631, 0.110513, 0.026367
5.58928, 0.130095, 0.024912
5.68914, 0.136687, 0.024912
5.76793, 0.14224, 0.026367
5.93798, 0.147321, 0.026865
6.05671, 0.149412, 0.02832
6.24116, 0.142567, 0.030772
6.35495, 0.153331, 0.035295
6.46339, 0.165399, 0.046452
6.54318, 0.173444, 0.051054
6.64715, 0.178681, 0.04952
6.74263, 0.177859, 0.053426
6.95295, 0.180578, 0.04952
7.04742, 0.212031, 0.050496
7.15819, 0.210589, 0.050496
7.2675, 0.226674, 0.050496
7.44613, 0.237187, 0.054403
7.65483, 0.2589, 0.055379
7.76225, 0.254879, 0.055379
7.85742, 0.27109, 0.056356
7.96574, 0.240815, 0.056356
8.05339, 0.244586, 0.056356
8.15686, 0.269203, 0.056356
