0, 0, 0
0, 0, 0
0.113, -8.3e-005, 0
0.228, -0.000183, 0
0.333, -0.000183, 0
0.436, -0.000283, 0
0.559, -0.000283, 0
0.707, -0.000427, 0
0.856, -0.000572, 0
0.969, -0.000654, 0
1.106, -0.000654, 0
1.266, -0.001025, -0.006057
1.448, -0.001427, 0
1.648, -0.001572, 0
1.848, -0.001645, -0.001455
2.048, -0.00179, 0
2.148, -0.001863, -0.001455
2.248, -0.001936, 0
2.447, -0.002008, -0.001455
2.547, -0.002081, 0
2.647, -0.002081, 0
2.847, -0.002226, -0.001455
2.947, -0.002299, 0
3.047, -0.002372, -0.001455
3.147, -0.002517, -0.001455
3.247, -0.00259, 0
3.347, -0.00259, 0
3.447, -0.002663, -0.001455
3.647, -0.002808, 0
3.747, -0.002881, -0.001455
3.847, -0.002954, 0
4.047, -0.003027, -0.001455
4.147, -0.003099, 0
4.247, -0.003099, 0
4.347, -0.003172, -0.001455
4.447, -0.003245, 0
4.547, -0.003245, 0
4.747, -0.00339, -0.001455
4.847, -0.003463, 0
4.947, -0.003536, -0.001455
5.146, -0.003753, 0
5.246, -0.003826, -0.001455
5.346, -0.003971, -0.001455
5.446, -0.004044, 0
5.546, -0.004117, -0.001455
5.646, -0.004262, -0.001455
5.746, -0.004335, 0
5.946, -0.004481, -0.001455
6.046, -0.004553, 0
6.246, -0.004626, -0.001455
6.346, -0.004545, 0.003068
6.446, -0.003778, 0.012272
6.546, -0.002321, 0.016874
6.64599, -0.000710002, 0.01534
6.74598, 0.000823998, 0.01534
6.94499, 0.003877, 0.01534
7.04499, 0.005411, 0.01534
7.14499, 0.006945, 0.01534
7.245, 0.008479, 0.01534
7.44499, 0.011547, 0.01534
7.64399, 0.0146, 0.01534
7.74399, 0.016134, 0.01534
7.844, 0.017669, 0.01534
7.94399, 0.019203, 0.01534
8.044, 0.020737, 0.01534
8.14399, 0.022271, 0.01534
8.443, 0.026858, 0.01534
8.54299, 0.028392, 0.01534
8.64298, 0.029926, 0.01534
8.74299, 0.03146, 0.01534
8.84299, 0.032994, 0.01534
8.94299, 0.034605, 0.016874
9.14199, 0.037734, 0.01534
9.24199, 0.039268, 0.01534
