-0.267892,-0.162628
-0.882028,-0.12578
-0.313363,-0.150345
-0.762418,-0.122155
-0.895913,-0.116306
-1.28955,-0.0897125
-1.65443,-0.0525015
-1.64194,-0.143231
-1.61896,-0.440797
-1.61462,-0.80147
-1.6112,-1.22251
-1.64956,-1.52531
-1.65957,-1.40766
-1.64148,-1.73678
-1.63276,-1.91871
-1.62755,-2.2225
-1.6118,-2.48096
-1.61452,-2.82013
-1.63178,-2.94398
-1.71736,-3.28338
-1.78732,-3.70113
-1.7889,-4.02782
-1.78799,-4.37842
-1.79661,-4.72919
-1.8124,-5.07864
-1.83773,-5.38114
-1.87277,-5.54494
-1.94452,-5.93011
-1.89204,-5.57409
-1.9741,-6.15966
-1.97847,-6.49733
-1.91419,-5.79735
-1.99918,-6.71851
-2.03117,-7.08113
-2.03958,-7.35792
-2.05927,-7.68972
-2.11504,-8.02518
-2.17389,-8.36293
-2.1938,-8.45291
-2.2138,-8.74938
-2.256,-9.14481
-2.29415,-9.44462
-2.34899,-9.82727
-2.39825,-10.202
-2.37636,-10.5804
-2.35084,-10.8714
-2.32725,-11.2714
-2.31607,-11.5672
-2.31438,-11.8679
-2.32304,-12.2632
-2.335,-12.5114
-2.33804,-12.9153
-2.30582,-13.2589
-2.3138,-13.6098
-2.35592,-13.954
-2.3675,-14.0531
-2.42064,-14.528
-2.42026,-14.8749
-2.35066,-14.1976
-2.40207,-15.1701
-2.40061,-15.2854
-2.40432,-15.5828
-2.41158,-15.9573
-2.42814,-16.3457
-2.43537,-16.4535
-2.40956,-16.9099
-2.6057,-17.0963
-2.94088,-17.064
-3.29406,-17.0268
-3.63813,-16.9946
-3.99278,-16.9634
-4.35094,-16.9312
-4.69979,-16.9094
-5.01007,-16.8758
-5.34809,-16.8291
-5.68287,-16.7831
-6.03664,-16.7516
-6.41959,-16.7005
-6.74279,-16.6317
-6.86651,-16.6076
-7.09124,-16.4323
-7.04896,-16.1114
-6.98414,-15.797
-6.96683,-15.6625
-6.90368,-15.3589
-6.86863,-15.0208
-6.82131,-14.6875
-6.78019,-14.367
-6.75798,-14.0259
-6.72666,-13.6755
-6.70198,-13.458
-6.67675,-13.151
-6.68414,-12.8106
-6.68885,-12.4962
-6.70163,-12.2894
-6.72157,-11.9435
-6.74139,-11.5648
-6.7711,-11.2189
-6.79375,-10.877
